,subject,id,author,date,time,content,clean_content,refs,urls,classification
49675,34598507,34601246,Anonymous,2/9/2024,18:00:40,">>34598774>my take: you're coping. at some point you internalized, probably unconsciously, that the only way to express your gender incongruity is turning it into a fetish. it gave you piece in you everyday life, knowing you don't have to act on it (it's just a fetish!), in exchange for taking over your sexuality.Probably kinda this. I tried to rationalize it away for a long time by telling myself it was just a fetish. It wasn't. I desperately wanted to be a woman still even when I wasn't horny, and I'd feel like I was having a mental breakdown and wanting to die over seeing a man in the mirror. I realized it's probably way more than a fetish and decided to just transition. My sexuality is way more normal now honestly, it was weird when I was still a guy. Probably because it was horrible to imagine being a man sexually so I had to insert as someone else but now I basically just look like a woman so I can enjoy being myself sexually instead. I have like no more interest in porn or anything like that.","
>my take: you're coping. at some point you internalized, probably unconsciously, that the only way to express your gender incongruity is turning it into a fetish. it gave you piece in you everyday life, knowing you don't have to act on it (it's just a fetish!), in exchange for taking over your sexuality.Probably kinda this. I tried to rationalize it away for a long time by telling myself it was just a fetish. It wasn't. I desperately wanted to be a woman still even when I wasn't horny, and I'd feel like I was having a mental breakdown and wanting to die over seeing a man in the mirror. I realized it's probably way more than a fetish and decided to just transition. My sexuality is way more normal now honestly, it was weird when I was still a guy. Probably because it was horrible to imagine being a man sexually so I had to insert as someone else but now I basically just look like a woman so I can enjoy being myself sexually instead. I have like no more interest in porn or anything like that.",['>>34598774'],[],1
12532,/gaygen/ - sad eyes edition,34559364,skunk,2/6/2024,8:31:35,>>34559360Want to cuddle?,"
Want to cuddle?",['>>34559360'],[],0
71774,/mmg/,34623409,Anonymous,02/11/24,14:02:09,>>34623394I don't think hrt reppers are real. It's a meme.,"
I don't think hrt reppers are real. It's a meme.",['>>34623394'],[],1
40661,/repgen/ - repressor general,34590502,Anonymous,2/8/2024,21:12:38,>>34590439:(,"
:(",['>>34590439'],[],1
70366,34621186,34622168,Anonymous,02/11/24,12:13:28,">>34622141Wait so the guy crying about masculinity is a literal twink who I, as an unironic pooner, could probably fold in half. Bend over faggot, and take my strap.","
Wait so the guy crying about masculinity is a literal twink who I, as an unironic pooner, could probably fold in half. Bend over faggot, and take my strap.",['>>34622141'],[],1
36926,34586695,34586854,Anonymous,2/8/2024,15:03:36,">>34586695where'd i put the rope, i think i'm giving up on transition","
where'd i put the rope, i think i'm giving up on transition",['>>34586695'],[],1
45313,/passgen/,34595288,Anonymous,2/9/2024,8:58:45,">>34595012Nah I know I don't pass, I'm not even on hrt in the first place. I need to get my eyebrows done + laser, and I only have boy-ish clothes.I don't have a place posting my mug in passgen. I like seeing passoids though, gives me hope.","
Nah I know I don't pass, I'm not even on hrt in the first place. I need to get my eyebrows done + laser, and I only have boy-ish clothes.I don't have a place posting my mug in passgen. I like seeing passoids though, gives me hope.",['>>34595012'],[''],1
37454,/chasergen/ - lovebirds editio(...),34586091,Anonymous,2/8/2024,13:50:05,">>34586011> if you don't mind me asking ?Oh i don't mind, i just don't think it's very interesting. Like i said most trans women i've seen on Grindr mentionned they wished for a T4T or a transbian relationship/sex so i didn't bother with most.The few i did chat with, i never got to meet with, notably because Grindr would match me with people that were very far away from me without disclosing more info than ""close to you"". But i did actually see quite a lot of cute girls in the UK, i just couldn't meet them as i'm on the other side of the english channel. The only people that were messaging me first were horny men ranging from 20 to their mid 50s, honestly some of them weren't bad looking (still most of them were) but i'm just not into guys and i never really blamed them from messaging me because duh i'm on their territory. Although i would like to note that unsolicited dick pics were extremely frequent and no was definitely not an answer with them. I kind of knew thsoe types of guys existed from women telling me so but experiencing it firsthand was something else.","
> if you don't mind me asking ?Oh i don't mind, i just don't think it's very interesting. Like i said most trans women i've seen on Grindr mentionned they wished for a T4T or a transbian relationship/sex so i didn't bother with most.The few i did chat with, i never got to meet with, notably because Grindr would match me with people that were very far away from me without disclosing more info than ""close to you"". But i did actually see quite a lot of cute girls in the UK, i just couldn't meet them as i'm on the other side of the english channel. The only people that were messaging me first were horny men ranging from 20 to their mid 50s, honestly some of them weren't bad looking (still most of them were) but i'm just not into guys and i never really blamed them from messaging me because duh i'm on their territory. Although i would like to note that unsolicited dick pics were extremely frequent and no was definitely not an answer with them. I kind of knew thsoe types of guys existed from women telling me so but experiencing it firsthand was something else.",['>>34586011'],[''],1
49441,/lesgen/ - physical health edi(...),34601140,Anonymous,2/9/2024,17:52:59,>>34600864he raped me and forced me to eat piza and smoke a bunch of weed too ;_;now im fucked permanently and cant get off unless someone holds my hand and eats pizza and smokes weed with me its horrible,"
he raped me and forced me to eat piza and smoke a bunch of weed too ;_;now im fucked permanently and cant get off unless someone holds my hand and eats pizza and smokes weed with me its horrible",['>>34600864'],[],1
60078,U.S. Trans Expert (Final Threa(...),34610795,Anonymous,02/10/24,14:15:02,">>346105341) If u know mtf who looked female irl2) if u know any mtf who began hrt as youngish kids, irl3) if u can met me irl>>34610559SorryBut no I am GNC/mtf myself!","
1) If u know mtf who looked female irl2) if u know any mtf who began hrt as youngish kids, irl3) if u can met me irl
SorryBut no I am GNC/mtf myself!","['>>34610534', '>>34610559']",[],1
10119,34555955,34557256,Anonymous,2/6/2024,1:41:49,">>34555955>kissing itmaybe during foreplay, but if you put it in your mouth it's over>rubbing itehh...>frottingyes","
>kissing itmaybe during foreplay, but if you put it in your mouth it's over>rubbing itehh...>frottingyes",['>>34555955'],[],1
25143,34571127,34573603,Anonymous,2/7/2024,14:19:55,>>34573585That's autogynephilia tho,"
That's autogynephilia tho",['>>34573585'],[],1
32227,post suifuel,34579957,Anonymous,2/8/2024,0:06:19,>>34572722its a really old timeline. one of the first i remember seeingold stuff = sovlnew stuff = soulless,"
its a really old timeline. one of the first i remember seeingold stuff = sovlnew stuff = soulless",['>>34572722'],[],0
64410,/mtfg/ male to female general,34611880,Saltine,02/10/24,15:53:04,>>34611863thats impressive desu get yours etc>Fucking in a bathroom is a low even i dont want to reachcannot recommend,"
thats impressive desu get yours etc>Fucking in a bathroom is a low even i dont want to reachcannot recommend",['>>34611863'],[],0
62421,how to get fucked while still (...),34614159,Anonymous,02/10/24,19:04:21,>>34606563>>34613013>>34613066>>34601583Why do people always chimp out about trannies fucking non-whites,"



Why do people always chimp out about trannies fucking non-whites","['>>34606563', '>>34613013', '>>34613066', '>>34601583']",[],1
59818,34606158,34610864,Anonymous,02/10/24,14:20:54,>>34607488>Because they're viewed as men not fulfilling their role of dying in work or war.all MRA's / redpillers etc. glorify war and working yourself to death though. No one hates men more than men.,"
>Because they're viewed as men not fulfilling their role of dying in work or war.all MRA's / redpillers etc. glorify war and working yourself to death though. No one hates men more than men.",['>>34607488'],[''],0
56065,34604874,34606420,Anonymous,2/10/2024,4:54:30,">>34604874you don't want thisi havent washed my hair in weeks, its disgusting","
you don't want thisi havent washed my hair in weeks, its disgusting",['>>34604874'],[],1
52192,34602198,34602283,Anonymous,2/9/2024,19:27:14,>>34602198>I've had crushes on both sexes since kindergartenThat's not possible since you weren't in puberty,"
>I've had crushes on both sexes since kindergartenThat's not possible since you weren't in puberty",['>>34602198'],[],0
49538,/mmg/,34601289,Anonymous,2/9/2024,18:05:36,">>34601173Cerave cleanser got me breaking up as well. I would suggest you to get retinol (start very, very lightly 1x week) and just use a simple moisturizer. Finding a suitable skincare routine isn't done easy, I have jumped from product to product and now I have desent-ish skin. I need to find a suitable cleanser myself, atleast my moisturizer is carrying my skin now.","
Cerave cleanser got me breaking up as well. I would suggest you to get retinol (start very, very lightly 1x week) and just use a simple moisturizer. Finding a suitable skincare routine isn't done easy, I have jumped from product to product and now I have desent-ish skin. I need to find a suitable cleanser myself, atleast my moisturizer is carrying my skin now.",['>>34601173'],[],1
70133,Times when the people you love(...),34620944,Anonymous,02/11/24,10:30:09,>>34620928Psychically I am already dead. I knew I was fucked when I unironically tried lovespells from YouTube.,"
Psychically I am already dead. I knew I was fucked when I unironically tried lovespells from YouTube.",['>>34620928'],[],0
38829,/hrtgen/ - HRT General - #638 (...),34589604,Anonymous,2/8/2024,19:43:16,">>34589312side effects clear up fast, if they dont its 99% going to be the aa, but cypro isnt too bad (apparently sui thoughts in small percentage)","
side effects clear up fast, if they dont its 99% going to be the aa, but cypro isnt too bad (apparently sui thoughts in small percentage)",['>>34589312'],[],1
4533,34546930,34547654,Anonymous,2/5/2024,10:04:01,>>34547484Some but there's definitely a subtype of pooner that's trying to be as gross and impossible to sexualize as possible. Usually the ones with huge ponner hips and tits,"
Some but there's definitely a subtype of pooner that's trying to be as gross and impossible to sexualize as possible. Usually the ones with huge ponner hips and tits",['>>34547484'],[],1
62474,34610515,34613407,Anonymous,02/10/24,17:58:23,>>34613298is it because you realized that face isnt everything with passing? because you see just a twink with long hair in the mirror?olive gigamogs this board body wise.,"
is it because you realized that face isnt everything with passing? because you see just a twink with long hair in the mirror?olive gigamogs this board body wise.",['>>34613298'],[],1
11150,34554901,34558475,Anonymous,2/6/2024,5:52:51,rape moders?,rape moders?,[],[],0
56774,34609086,34609086,Anonymous,2/10/2024,11:42:29,OMG he's literally me :D,OMG he's literally me :D,[],[],0
71266,Post your Pinterest main page,34622672,Anonymous,02/11/24,12:58:05,>>34622577I don't use pinterest for fashion.,"
I don't use pinterest for fashion.",['>>34622577'],[],0
7754,/lesgen/ - Lesbian General,34553771,Anonymous,2/5/2024,19:17:56,>>34553743sorry I don't got twitter,"
sorry I don't got twitter",['>>34553743'],[],0
7004,/ftmg/ sisters will seem stran(...),34542747,Anonymous,2/4/2024,22:04:17,>>34542666Yeah :/ I need to repent.,"
Yeah :/ I need to repent.",['>>34542666'],[],0
66173,34615417,34616922,Anonymous,02/10/24,23:46:57,>>34615417>Why do I still feel like shit?Cause you're not living up to your own standards. You must become the best tranny you can b,"
>Why do I still feel like shit?Cause you're not living up to your own standards. You must become the best tranny you can b",['>>34615417'],[],1
32815,/mtfg/ male to female general,34581961,Anonymous,2/8/2024,4:55:39,Who was in the wrong here? Hard to say tbf.,Who was in the wrong here? Hard to say tbf.,[],[],0
39584,/gaygen/ - twink bf edition,34586579,NewGuy,2/8/2024,14:37:21,">match with guy on hinge>say the standard ""Hey, how are you?"">he says ""Hi, I'm good, nice to meet you"">doesnt ask me how I amis that not just common courtesy?i never know how to get a conversation going when they dont ask you anything back.",">match with guy on hinge>say the standard ""Hey, how are you?"">he says ""Hi, I'm good, nice to meet you"">doesnt ask me how I amis that not just common courtesy?i never know how to get a conversation going when they dont ask you anything back.",[],[],0
35141,34582226,34583266,Anonymous,2/8/2024,8:15:19,>>34583260>Insulting the basket of deplorable chuds and dismissing all of their moral concerns always works.What's your moral concern? Geniunely.,"
>Insulting the basket of deplorable chuds and dismissing all of their moral concerns always works.What's your moral concern? Geniunely.",['>>34583260'],[''],0
7193,/ftmg/ sisters will seem stran(...),34554267,Anonymous,2/5/2024,19:57:11,>>34554167I can assure you that is Terje.,"
I can assure you that is Terje.",['>>34554167'],[],0
31018,34579708,34579838,Anonymous,2/7/2024,23:50:32,>>34579708I mean yeah but it feels good so whatever>t. power bottom,"
I mean yeah but it feels good so whatever>t. power bottom",['>>34579708'],[],0
29455,terrorist boymoder,34579153,,2/7/2024,22:22:24,>>34578801hello based department,"
hello based department",['>>34578801'],[],0
54993,34604942,34605201,Anonymous,2/10/2024,0:33:18,>>34605165,"
",['>>34605165'],[],0
19367,34565824,34567736,Anonymous,2/6/2024,23:43:03,Fucking afabs whining they aren't like men when the men in their mind is like a 9/10 when most men barely pass 4/10Unless you win the genetic lottery you end up a box shaped lump with ugly af skin.I'd take being afab any day,Fucking afabs whining they aren't like men when the men in their mind is like a 9/10 when most men barely pass 4/10Unless you win the genetic lottery you end up a box shaped lump with ugly af skin.I'd take being afab any day,[],[''],1
48370,34590755,34598625,Anonymous,2/9/2024,13:58:08,Never trust men who praise their girlfriend/wife that much on social media. They do it only for clout and money and he still cheats on her with a cis woman (or another trans if he's a chaser).,Never trust men who praise their girlfriend/wife that much on social media. They do it only for clout and money and he still cheats on her with a cis woman (or another trans if he's a chaser).,[],[],1
67739,34618289,34618647,Anonymous,02/11/24,04:00:31,>>34618289Never had this happen but um if hes on top in like missionary using his hands ig try to kick and pull his hands off my neck but if its like im face down and hes on top and hes choking me with his arms from behind idk try hitting him wherever as hard as i can to snap him out of it or like try my best to move a bit. I do enjoy getting choked but it has to be with someone I really trust not some random guy.,"
Never had this happen but um if hes on top in like missionary using his hands ig try to kick and pull his hands off my neck but if its like im face down and hes on top and hes choking me with his arms from behind idk try hitting him wherever as hard as i can to snap him out of it or like try my best to move a bit. I do enjoy getting choked but it has to be with someone I really trust not some random guy.",['>>34618289'],[],0
3635,/bmg/ - boymoder general | [in(...),34490944,Anonymous,1/31/2024,23:33:47,">>34490764>I do everything I can to present masc. It kills me that I cannot be fem around them, and talk to them about dumb girl stuff like shopping. The worst is when I'm out shopping with my friends and I have to constant repress and seem uninterested in everything like a typical uninterested boy. Going to malls and seeing outfits I will likely never try is very upsetting...I know EXACTLY what you're talking about. It hurt way before I ever started transitioning too. I'd go out shopping with female friends and they'd be looking at clothes and shit and I'd be like in my head thinking fuuuuuuuuuuuck. Just always felt like I had to hide that kind of thing. I really want to get out of presenting male so I stop feeling like I have to hide something constantly. The problem is though that I don't pass yet. I feel like at this rate it might be almost 2025 by the time I feel comfortable enough to girlmode :/ I can look kinda like a girl if I wear some light makeup and androgynous clothes and even get people calling me a girl but I don't feel comfortable enough yet, like, I have faint beard shadow even right after shaving with no makeup and it drives me insane. I was thinking I might be able to girlmode by about now when I started transitioning but it's just not happening yet. I look more like an uncanny faggy prettyboy than I look like a girl. I just feel like a joke calling myself a girl.","
>I do everything I can to present masc. It kills me that I cannot be fem around them, and talk to them about dumb girl stuff like shopping. The worst is when I'm out shopping with my friends and I have to constant repress and seem uninterested in everything like a typical uninterested boy. Going to malls and seeing outfits I will likely never try is very upsetting...I know EXACTLY what you're talking about. It hurt way before I ever started transitioning too. I'd go out shopping with female friends and they'd be looking at clothes and shit and I'd be like in my head thinking fuuuuuuuuuuuck. Just always felt like I had to hide that kind of thing. I really want to get out of presenting male so I stop feeling like I have to hide something constantly. The problem is though that I don't pass yet. I feel like at this rate it might be almost 2025 by the time I feel comfortable enough to girlmode :/ I can look kinda like a girl if I wear some light makeup and androgynous clothes and even get people calling me a girl but I don't feel comfortable enough yet, like, I have faint beard shadow even right after shaving with no makeup and it drives me insane. I was thinking I might be able to girlmode by about now when I started transitioning but it's just not happening yet. I look more like an uncanny faggy prettyboy than I look like a girl. I just feel like a joke calling myself a girl.",['>>34490764'],[''],1
44525,34594333,34594351,almaia,2/9/2024,6:23:12,>>34594333are there no stalls in america or something?,"
are there no stalls in america or something?",['>>34594333'],[],1
61265,Kinks of /lgbt/,34613190,Anonymous,02/10/24,17:42:38,>transbian>mainly diapers (unfortunately),>transbian>mainly diapers (unfortunately),[],[],1
29110,/gaygen/ - almost there editio(...),34575442,Anonymous,2/7/2024,17:07:38,>>34575411what did he meant by this sisters,"
what did he meant by this sisters",['>>34575411'],[],0
71541,34623153,34623351,Anonymous,02/11/24,13:56:21,>>34623335would,"
would",['>>34623335'],[],0
11102,34558176,34558361,Anonymous,2/6/2024,5:27:06,>>34558286Same this is fucking gross I hate ugly transbians,"
Same this is fucking gross I hate ugly transbians",['>>34558286'],[],1
9104,/Chasergen/ - Height Edition,34554259,Anonymous,2/5/2024,19:56:35,>>34554250facts don't care about your feelings,"
facts don't care about your feelings",['>>34554250'],[],0
25845,/gaygen/ - slobber edition,34573380,Anonymous,2/7/2024,13:56:45,">>34573358if he wants, then i'll be his","
if he wants, then i'll be his",['>>34573358'],[],0
9225,/Chasergen/ - Height Edition,34555304,Anonymous,2/5/2024,21:25:08,>>34555284no I'm too shy it's embarrassing >~<,"
no I'm too shy it's embarrassing >~<",['>>34555284'],[],1
28112,/mtfg/- male to o female gener(...),34578365,Anonymous,2/7/2024,21:05:07,>>34578349we all know the answernaz just doesnt want to be rude,"
we all know the answernaz just doesnt want to be rude",['>>34578349'],[],0
56856,34607159,34607186,Anonymous,2/10/2024,7:41:17,">>34607159femman, not femboy.","
femman, not femboy.",['>>34607159'],[],1
12867,The TERF paradox,34560145,Anonymous,2/6/2024,10:38:18,>>34560113terfs just hate menthey hate troons because the don't like the loophole of being able to escape the original sin of being born male,"
terfs just hate menthey hate troons because the don't like the loophole of being able to escape the original sin of being born male",['>>34560113'],[],1
72865,/ftmg/ food to mouth edition,34627498,Anonymous,02/11/24,19:49:45,>>34627418ftm is a hivemind,"
ftm is a hivemind",['>>34627418'],[],1
52211,/bigen/ - Bisexual General,34602415,Layrinn,2/9/2024,19:41:14,>>34600081what if I need crazy and possessive in my life.>>34602151so are they tankie while we are somewhere liberalistic(in a pure independence sense)>>34602309fellow kittie brain,"
what if I need crazy and possessive in my life.
so are they tankie while we are somewhere liberalistic(in a pure independence sense)
fellow kittie brain","['>>34600081', '>>34602151', '>>34602309']",[],0
39360,34587756,34588569,Anonymous,2/8/2024,17:59:04,>>34587756males barely change from age 16 to 18 anyways,"
males barely change from age 16 to 18 anyways",['>>34587756'],[],1
26516,34575472,34575670,Anonymous,2/7/2024,17:30:07,>>34575633Please stop raping babies sir.,"
Please stop raping babies sir.",['>>34575633'],[],0
2081,vocaroo thread,34546684,Anonymous,2/5/2024,7:44:26,>>34546354sorry im a t4t lesbian with a crush x3,"
sorry im a t4t lesbian with a crush x3",['>>34546354'],[],1
72521,34625946,34626212,Anonymous,02/11/24,17:55:13,>>34625946He's looking up at you and shrieking lmao. (btw where are you from that had death squads?),"
He's looking up at you and shrieking lmao. (btw where are you from that had death squads?)",['>>34625946'],[],1
73787,34623719,34623782,Anonymous,02/11/24,14:35:54,>>34623774unlucky i guess,"
unlucky i guess",['>>34623774'],[],0
50274,/mtfg/ male to female general,34599304,maiq,2/9/2024,15:05:36,just scarf it down you can do it don’t be too precious about eating a sloppy burger,just scarf it down you can do it don’t be too precious about eating a sloppy burger,[],[],0
9641,/mtfg/ huh?,34556238,"A.G.P. pilot ""naz"" Nullifier(...)",2/5/2024,23:05:22,>>34556199>starting pointI've been playing ukulele for years on and offI'm just really casual about itand also have no hand eye coordination and my fingers are too rigid and immobile for the long fingers to help muchhttps://voca.ro/13UrGuSzclDrstill it's fun to just play regardless :3,"
>starting pointI've been playing ukulele for years on and offI'm just really casual about itand also have no hand eye coordination and my fingers are too rigid and immobile for the long fingers to help muchhttps://voca.ro/13UrGuSzclDrstill it's fun to just play regardless :3",['>>34556199'],['/13UrGuSzclDrstill'],0
52217,/mmg/,34601740,Anonymous,2/9/2024,18:40:54,>>34601670What about them,"
What about them",['>>34601670'],[],0
35700,/gaygen/ - cool cat edition,34584854,Anonymous,2/8/2024,11:43:03,Why is brunette top/blonde bottom is so hot while blonde top/brunette bottom is so gross?,Why is brunette top/blonde bottom is so hot while blonde top/brunette bottom is so gross?,[],[],0
58082,34606965,34607046,Anonymous,2/10/2024,7:09:43,trans guys are warlock necromancers,trans guys are warlock necromancers,[],[],1
28714,34573863,34575166,Anonymous,2/7/2024,16:40:23,>>34575147>Totally not even in the same ballpark as OP btwit's just in case he suddenly wants to break up one day whats the problem,"
>Totally not even in the same ballpark as OP btwit's just in case he suddenly wants to break up one day whats the problem",['>>34575147'],[],0
57538,34606158,34608158,Anonymous,2/10/2024,9:59:12,>>34608139Sure bud.,"
Sure bud.",['>>34608139'],[],1
19237,"tranons, how did you choose yo(...)",34567392,Anonymous,2/6/2024,23:08:25,>>34565504I added an I to me name. George -> Georgie,"
I added an I to me name. George -> Georgie",['>>34565504'],[],1
62547,34613951,34614225,Anonymous,02/10/24,19:11:43,>>34614174>those idiots who believe in phrenology all have deformed skullshmmmmmmmmmmmm,"
>those idiots who believe in phrenology all have deformed skullshmmmmmmmmmmmm",['>>34614174'],[],0
72228,34622358,34623522,Anonymous,02/11/24,14:12:13,">>34623500I regret not doing a math-cs thing for my bachelor's, I say go for it.","
I regret not doing a math-cs thing for my bachelor's, I say go for it.",['>>34623500'],[],0
35789,/gaygen/ - cool cat edition,34585163,Michaela,2/8/2024,12:15:00,>>34585136eh i mean like ur the one fumbling the conversations on dates not me so... maybe. bottom line is being urself is more attractive than anything else u can do let lose be quirky be weird and have a good time with the person a 1st date doesnt have 2 be so serious enjoy urself with them and with that shared + experience a bond can form imo,"
eh i mean like ur the one fumbling the conversations on dates not me so... maybe. bottom line is being urself is more attractive than anything else u can do let lose be quirky be weird and have a good time with the person a 1st date doesnt have 2 be so serious enjoy urself with them and with that shared + experience a bond can form imo",['>>34585136'],[],0
17486,"tranons, how did you choose yo(...)",34565653,Anonymous,2/6/2024,20:07:03,>>34565636again what is it just curious,"
again what is it just curious",['>>34565636'],[],1
53546,34604287,34604490,Anonymous,2/9/2024,23:09:51,">>34604432im exclusively submissive, topping/being dominant just makes me very uncomfortable. i'm not even sure if i could physically top if i wanted to. i would get absolutely no pleasure, it would feel very masculine and in general topping a man, or being with one that wants that just grosses me out","
im exclusively submissive, topping/being dominant just makes me very uncomfortable. i'm not even sure if i could physically top if i wanted to. i would get absolutely no pleasure, it would feel very masculine and in general topping a man, or being with one that wants that just grosses me out",['>>34604432'],[],1
30974,34580124,34580475,Anonymous,2/8/2024,1:07:17,>>34580434smart>>34580465i've pretended to be her using her pics to esex tranner chasers then ghost,"
smart
i've pretended to be her using her pics to esex tranner chasers then ghost","['>>34580434', '>>34580465']",[],1
67632,34616371,34618695,Anonymous,02/11/24,04:06:39,>>34618682the people who think sterilization confers a female essence are calling ME a schizo>>34618678trannies are aggressive predators,"
the people who think sterilization confers a female essence are calling ME a schizo
trannies are aggressive predators","['>>34618682', '>>34618678']",[],1
58652,34608601,34609724,Anonymous,2/10/2024,12:34:14,>>34609716Thankfully the person I impregnated miscarried ^_^,"
Thankfully the person I impregnated miscarried ^_^",['>>34609716'],[],0
67343,/mtfg/ male to female general,34619141,Anonymous,02/11/24,05:31:04,>>34619112That's a fucking nightmare. Do you share a house with your twin? I don't get why they would be making sexually inappropriate behaviors towards you. The whole thing sounds mad.,"
That's a fucking nightmare. Do you share a house with your twin? I don't get why they would be making sexually inappropriate behaviors towards you. The whole thing sounds mad.",['>>34619112'],[],1
10310,/lesgen/ - Lesbian General,34557362,Anonymous,2/6/2024,2:03:57,>>34557249clearly it's fate then...,"
clearly it's fate then...",['>>34557249'],[],0
13893,/lesgen/ - Lesbian General,34561227,Anonymous,2/6/2024,13:00:27,>>34561210https://litter.catbox.moe/wvigwu.jpeg,"
https://litter.catbox.moe/wvigwu.jpeg",['>>34561210'],['/wvigwu.jpeg'],0
15449,/AGPgen/ - Laziness edition,34562447,Anonymous,2/6/2024,14:57:25,I want a terf to execute me isis style,I want a terf to execute me isis style,[],[],0
32303,I happily vote for anti-trans (...),34581679,Anonymous,2/8/2024,4:05:30,>>34581511Based,"
Based",['>>34581511'],[],1
53103,Why did you troon out?,34603992,checky,2/9/2024,22:19:33,>>34603261bc being a man made me suicidal and i thought i would make a better woman than man (i was delulu obviously),"
bc being a man made me suicidal and i thought i would make a better woman than man (i was delulu obviously)",['>>34603261'],[],1
72396,Anamode and Breastgrowth,34625793,Anonymous,02/11/24,17:17:49,>>34624600instead of choosing anorexia maybe try a 1000-1500 cal diet and gym 4 times a week. going to the gym helped me stop being anorexic because i could justify the calories. plus muscle definition looks hot.,"
instead of choosing anorexia maybe try a 1000-1500 cal diet and gym 4 times a week. going to the gym helped me stop being anorexic because i could justify the calories. plus muscle definition looks hot.",['>>34624600'],[],1
9015,Do they know I'm trans?,34556382,Anonymous,2/5/2024,23:27:22,">>34556341I guess, but I usually end up feeling dysphoric and just generally look bad wearing guy clothes, I was hoping I could just go for androgynous clothes while boymoding?","
I guess, but I usually end up feeling dysphoric and just generally look bad wearing guy clothes, I was hoping I could just go for androgynous clothes while boymoding?",['>>34556341'],[],1
71549,34621905,34623347,Anonymous,02/11/24,13:56:07,>>34623091pass,"
pass",['>>34623091'],[],1
35212,34582512,34583872,Anonymous,2/8/2024,9:49:05,>>34583840every day should be a good day,"
every day should be a good day",['>>34583840'],[],1
25368,34574165,34574165,Anonymous,2/7/2024,15:12:14,"what would you do if you came across a boymoder that was over 12 feet tall, impossibly large, a bit insecure about her height, and was just generally a giant?","what would you do if you came across a boymoder that was over 12 feet tall, impossibly large, a bit insecure about her height, and was just generally a giant?",[],[],1
28114,/mtfg/- male to o female gener(...),34578387,Anonymous,2/7/2024,21:07:32,im a certified sleepyhead,im a certified sleepyhead,[],[],0
28905,34575029,34575483,Anonymous,2/7/2024,17:12:06,">>34575029My ideal type is best described as ""Possessive BPD murderstalker gay furry twink"" and I refuse to elaborate any further.","
My ideal type is best described as ""Possessive BPD murderstalker gay furry twink"" and I refuse to elaborate any further.",['>>34575029'],[],0
44581,34594106,34594371,Anonymous,2/9/2024,6:28:10,>>34594370who cares,"
who cares",['>>34594370'],[],0
43681,34584470,34593511,Anonymous,2/9/2024,3:30:10,>>34585300i personally knew two non-HRT they/them TERFbians until I distanced myself from them,"
i personally knew two non-HRT they/them TERFbians until I distanced myself from them",['>>34585300'],[],1
2240,We have many examples of passi(...),34549069,Anonymous,2/5/2024,12:53:47,">>34547284hm? whom? i like serial killers,,, i wish i could kill things and get away with it ,, unfortunately i am relegated to hell (only being able to cut myself and my friends) xc>>34548910i think it would be rather flattering,!!, to show up in one of these ,, i suppose it means someone is either attracted to you or has deemed you ""good"" enough to folder,,. ive only posted by face here like twice but i don't think i;ll ever post under a trip ,, i suppose those who know me will recognize my rather distinct vocabulary and odd typing style (and ofc acursed metaphysical attraction to those of the cervidae family ... ) xc","
hm? whom? i like serial killers,,, i wish i could kill things and get away with it ,, unfortunately i am relegated to hell (only being able to cut myself and my friends) xc
i think it would be rather flattering,!!, to show up in one of these ,, i suppose it means someone is either attracted to you or has deemed you ""good"" enough to folder,,. ive only posted by face here like twice but i don't think i;ll ever post under a trip ,, i suppose those who know me will recognize my rather distinct vocabulary and odd typing style (and ofc acursed metaphysical attraction to those of the cervidae family ... ) xc","['>>34547284', '>>34548910']",[],0
73625,34624657,34626780,Anonymous,02/11/24,18:45:35,>>34626772n-nani?!,"
n-nani?!",['>>34626772'],[],0
35959,/gaygen/ - cool cat edition,34586077,Black Eagle,2/8/2024,13:48:33,I wish I could bring my vape pen to the officeWork-from-home fags have all of the luck,I wish I could bring my vape pen to the officeWork-from-home fags have all of the luck,[],[],0
38824,My hrtittes/boyboobies are sta(...),34589605,Anonymous,2/8/2024,19:43:16,"Tight t shirts and no bra, just say you’re NB and let those nipples point.","Tight t shirts and no bra, just say you’re NB and let those nipples point.",[],[],1
43673,/chasergen/ black hole edition,34593642,Anonymous,2/9/2024,3:59:41,New thread>>34593638>>34593638>>34593638,"New thread


","['>>34593638', '>>34593638', '>>34593638']",[],0
23736,34569295,34572459,Anonymous,2/7/2024,12:13:19,">>34572389It doesn't end fast, the stress before is long and the pain in arm after is also long","
It doesn't end fast, the stress before is long and the pain in arm after is also long",['>>34572389'],[],0
18516,/gaygen/ yodie land edition,34564909,Gully,2/6/2024,18:48:56,>>34564873Based.,"
Based.",['>>34564873'],[],0
35102,34582226,34582832,Anonymous,2/8/2024,7:14:12,>>34582806It's only the end of the world if they're stupid enough to not know how to get DIY or too much of a little bitch to stand up to their parents. Something something Charles Darwin.,"
It's only the end of the world if they're stupid enough to not know how to get DIY or too much of a little bitch to stand up to their parents. Something something Charles Darwin.",['>>34582806'],[],1
7723,34551747,34554696,Anonymous,2/5/2024,20:32:51,">>34554679Ah yes the classic ""internet retard doesn't understand how language works""","
Ah yes the classic ""internet retard doesn't understand how language works""",['>>34554679'],[],0
45385,/gaygen/ Gayreek edition,34594417,beenie,2/9/2024,6:36:26,garlic & onions mentionedhttps://youtu.be/Zajhq7M7fxY,garlic & onions mentionedhttps://youtu.be/Zajhq7M7fxY,[],['/Zajhq7M7fxY'],0
